Table,Column,Inst1,Inst2,comparable,comparable_rel,missing_1,missing_2,useprob_1,useprob_2,accuracy,mismatch_type,crammers_v,pearson_r
empfaenger,EBasisBlutgr,ET,IQTIG,12527,0.8377022870135081,0.0,0.1622977129864919,,1.0,0.6227348926319151,False,0.9904473628962083,
empfaenger,EBasisGeburtsdatum,ET,IQTIG,13919,0.9307877490972315,0.0,0.06921225090276849,,1.0,0.0,False,,
empfaenger,EBasisGeschlecht,ET,IQTIG,13919,0.9307877490972315,0.0,0.06921225090276849,,1.0,0.0,False,0.9869883906650356,
empfaenger,EBasisGewichtEinheit,ET,IQTIG,13916,0.9305871338772235,0.0,0.06941286612277651,,1.0,1.0,False,inf,
empfaenger,EBasisGewichtWert,ET,IQTIG,13916,0.9305871338772235,0.0,0.06941286612277651,,1.0,0.2977867203219316,False,,0.054487062653365365
empfaenger,EBasisGroesseEinheit,ET,IQTIG,13916,0.9305871338772235,0.0,0.06941286612277651,,1.0,1.0,False,inf,
empfaenger,EBasisGroesseWert,ET,IQTIG,13916,0.9305871338772235,0.0,0.06941286612277651,,1.0,0.7207530899683817,False,,0.01106164051932109
empfaenger,EIdEmpfaengerNrET,ET,IQTIG,13919,0.9307877490972315,0.0,0.06921225090276849,,1.0,1.0,False,1.0,
followup_niere,FNDate,ET,IQTIG,2008,0.04261550542244105,0.6823149897069123,0.32517668032004077,0.9265629860031104,0.8459078449288605,1.0,False,,1.0
followup_niere,FNIdEmpfaengerNrET,ET,IQTIG,2008,0.04261550542244105,0.6823149897069123,0.2750695048706467,1.0,1.0,1.0,False,1.0,
organ_entnahme_niere,ONAnzahlArterien,DSO,ET,13577,0.9573402905090961,0.04265970949090396,0.003666619658722324,0.9140495867768595,0.0,0.9997790380791044,False,,0.9994756303068187
organ_entnahme_niere,ONAnzahlVenen,DSO,ET,13576,0.9572697785925821,0.042730221407417855,0.003807643491750106,0.9108910891089109,0.0,1.0,False,,1.0
organ_entnahme_niere,ONArteriePatch,DSO,ET,13546,0.9551544210971654,0.04449301932026512,0.006275560569736285,0.866877971473851,0.056179775280898875,0.0,False,1.0,
organ_entnahme_niere,ONIdSpenderNrET,DSO,ET,13588,0.9581159215907489,0.041884078409251166,0.001903821745875053,0.9545454545454546,0.0,1.0,False,1.0,
organ_entnahme_niere,ONIdSpenderNrET,DSO,IQTIG,0,0.0,0.041884078409251166,0.998096178254125,0.045454545454545456,0.9599434828682445,,False,,
organ_entnahme_niere,ONIdSpenderNrET,ET,IQTIG,0,0.0,0.001903821745875053,0.998096178254125,1.0,1.0,,False,,
organ_entnahme_niere,ONIschaemiezeitWarmErsteEinheit,DSO,ET,5632,0.3971231138062333,0.6028768861937668,0.001903821745875053,0.9968421052631579,0.0,1.0,False,inf,
organ_entnahme_niere,ONIschaemiezeitWarmErsteWert,DSO,ET,1948,0.13735721336905937,0.6028768861937668,0.654421097165421,0.34538011695906434,0.3969399849154186,0.7381930184804928,False,,0.008687155035364725
organ_entnahme_niere,ONOrganTyp,DSO,ET,13588,0.9581159215907489,0.041884078409251166,0.001903821745875053,0.9545454545454546,0.0,0.0,False,1.0,
organ_entnahme_niere,ONOrganqualitaet,DSO,ET,13498,0.9517698491044987,0.0470314483147652,0.011563954308278099,0.7796101949025487,0.10365853658536585,0.0,False,0.9990297020916752,
organ_entnahme_niere,ONPerfusionMaschinell,DSO,ET,12910,0.9103088421943308,0.08003102524326611,0.08919757439007192,0.006167400881057269,0.108300395256917,0.0,False,0.9945309664017937,
organ_entnahme_niere,ONPerfusionQualitaet,DSO,ET,13543,0.9549428853476237,0.044351995487237346,0.006910167818361303,0.8600953895071543,0.10204081632653061,0.0,False,0.9880054241253446,
organ_entnahme_niere,ONVenenPatch,DSO,ET,13504,0.952192920603582,0.04667888873219574,0.010294739811028063,0.8036253776435045,0.1095890410958904,0.0,False,0.9984155087363782,
spender_postmortem,SPostmAnamnMalignitaet,DSO,ET,126,0.012645523885989562,0.5913287836210357,0.9346647932557206,0.08910386965376782,0.4237087941587029,0.0,False,0.3832427429188973,
spender_postmortem,SPostmAnamnRaucher,DSO,ET,8702,0.8733440385387394,0.12565234845443596,0.0813930148534725,0.36022364217252395,0.012330456226880395,0.0,False,0.998278965576953,
spender_postmortem,SPostmAnamnRaucherPY,DSO,ET,0,0.0,0.8831794460056203,0.9842432757928543,0.01784090909090909,0.11869073111043132,,True,,
spender_postmortem,SPostmAnamnVorerkrankungenDiabetesMellitus,DSO,ET,565,0.05670413488558812,0.5137494981934966,0.8558811722199919,0.170150420003907,0.50187617260788,0.0,False,0.38763038704982683,
spender_postmortem,SPostmAnamnVorerkrankungenHypertonie,DSO,ET,2052,0.20594138900040143,0.5137494981934966,0.6050782818145323,0.36784528228169566,0.463260905622823,0.0,False,0.08406338366898491,
spender_postmortem,SPostmBasisAlter,DSO,IQTIG,4790,0.4807306302689683,0.1121035728623043,0.4262344439983942,0.8299015219337511,0.9552625382623028,0.9868475991649269,False,,0.9870470877519419
spender_postmortem,SPostmBasisGeschlecht,DSO,ET,8842,0.8873946206342834,0.1121035728623043,0.06714171015656363,0.40555058191584603,0.007473841554559043,0.0,False,0.9997731329152504,
spender_postmortem,SPostmBasisGeschlecht,DSO,IQTIG,4580,0.45965475712565235,0.1121035728623043,0.4470092332396628,0.8325872873769025,0.9580152671755725,0.0,False,0.9719069331833717,
spender_postmortem,SPostmBasisGeschlecht,ET,IQTIG,4863,0.48805700521878764,0.06714171015656363,0.4470092332396628,0.9671150971599403,0.9950606196677144,0.0,False,0.9706462069334244,
spender_postmortem,SPostmBasisGewichtEinheit,DSO,ET,8842,0.8873946206342834,0.1121035728623043,0.06714171015656363,0.40555058191584603,0.007473841554559043,1.0,False,inf,
spender_postmortem,SPostmBasisGewichtEinheit,DSO,IQTIG,213,0.02137695704536331,0.1121035728623043,0.9774187073464472,0.010743061772605193,0.8865386589998974,1.0,False,inf,
spender_postmortem,SPostmBasisGewichtEinheit,ET,IQTIG,216,0.021678040947410677,0.06714171015656363,0.9774187073464472,0.013452914798206279,0.9322312352397577,1.0,False,inf,
spender_postmortem,SPostmBasisGewichtWert,DSO,ET,8842,0.8873946206342834,0.1121035728623043,0.06714171015656363,0.40555058191584603,0.007473841554559043,0.9995476136620675,False,,0.9999514039103805
spender_postmortem,SPostmBasisGewichtWert,DSO,IQTIG,213,0.02137695704536331,0.1121035728623043,0.9774187073464472,0.010743061772605193,0.8865386589998974,0.9342723004694836,False,,0.9902007459284513
spender_postmortem,SPostmBasisGewichtWert,ET,IQTIG,216,0.021678040947410677,0.06714171015656363,0.9774187073464472,0.013452914798206279,0.9322312352397577,0.9351851851851852,False,,0.9903968355222011
